N;FROMYEAR;STA_FROMDATETIME;VESS_SIGNAL;VESS_NAME;VESS_DISTRICT;TYPE;STA_SAMPTYPE_CODENOID;SAMPTYPE_NAMEENG;STA_SUBDIV_SUBDIV;SUBNAMN;STA_ICESRECT_RUTA;LATSTART_DEG;LONGSTART_DEG;LATSTOP_DEG;LONGSTOP_DEG;STA_DURATION;STA_SPEED;STA_DIST;STA_COURSE;STA_BOTSTART;STA_BOTSTOP;STA_BOTMAX;STA_BOTAVG;GEARMOD_REDSKAP_REDSKKOD;REDSKENG;GEARMOD_NAMEENG;STA_SELECTIONDEVICE;STA_SELECTIONDEVICEMESH;STA_HEADROPEDEPTHMAX;STA_HEADROPEDEPTHMIN;STA_FOOTROPEDEPTH;TOTD_NAMEENG;TOTD_AREA;STA_SWEEPLENGTH;STA_STROPLENGTHDOORFLOATS;STAVALCODE_DESCENG;index;Lat1;Lon1;LATDD;LONGDD;Size.final..m.;Size.final..foot.;Horizontal.opening..m.;Fishing line (foot);Swep both side (after formula) (meter);Swep.both.side..after.formula...foot.;sweep both sides (foot);Swept.area;RSA;RS
993;2007;2007-11-27 07:28;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4059;55 37,698;14 29,570;55 40,438;14 25,593;60;3.6;3.56;321;55;49;;52;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PEL. TR. 3.2 M 6MM;0;0;;;;DAN greens flyt;6;;;Valid;SEPI.2007.700;5537.698;1429.57;55.628;14.493;0;0;0;;0;0;;0;;0.8
994;2000;2000-10-23 12:26;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4059;55 39,660;14 30,699;55 37,859;14 33,109;45;3.4;2.6;135;52;56;;54;321;OTM Otter trawl midwater;MACRO 4 ONE BOAT PELAGIC TRAWL;0;0;;;;DAN greens flyt;6;108;;Valid;SEPI.2000.532;5539.66;1430.699;55.661;14.512;0;0;0;;0;0;;0;;0.9
995;1995;1995-08-15 06:51;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4059;55 35,600;14 37,000;55 35,000;14 39,900;30;3.5;1.74;110;;;;68;316;OTB Otter trawl bottom;GOV (GRAND OUVERTURE VERTICALE);0;0;;;;DAN greens botten;7;90;;Valid;SEPI.1995.163;5535.6;1437;55.593;14.617;79.26198812;260.0458928;32.67456;160;46.58742812;152.8458928;590.5511811;0.442281894;1.03;0.9
996;2004;2004-03-18 15:48;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4060;55 58,040;15 23,640;55 56,950;15 21,860;30;3;1.51;222;46;46;;46;323;OTM Otter trawl midwater;SELSTAD NORDTRAWL 1560 M;0;0;;;;DAN greens flyt;6;;;ADDITIONAL VALID STATIONS NOT USED FOR INDEX CALCULATIONS;SEPI.2004.295;5558.04;1523.64;55.967;15.394;0;0;0;;0;0;;0;;1
997;2000;2000-10-19 14:18;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4060;55 47,640;15 56,359;55 48,819;15 52,410;45;3.4;2.64;298;62;57;;59;321;OTM Otter trawl midwater;MACRO 4 ONE BOAT PELAGIC TRAWL;0;0;;;;DAN greens flyt;6;108;;Valid;SEPI.2000.530;5547.64;1556.359;55.794;15.939;0;0;0;;0;0;;0;;0.9
998;1986;1986-09-29 10:30;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4060;55 59,899;15 28,099;55 57,500;15 22,599;60;3.9;3.9;230;;;;47;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PELAGIC TRAWL 3.2 M;0;0;;;;;;108;;Valid;SEPI.1986.177;5559.899;1528.099;55.998;15.468;0;0;0;;0;0;;0;;0.8
999;2011;2011-10-17 14:11;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4061;55 54,430;16 28,740;55 55,120;16 32,040;35;3.5;1.8;55;55;53;;54;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;0;0;;;;DAN greens flyt;6;;;Valid;OXBH.2011.778;5554.43;1628.74;55.907;16.479;0;0;0;;0;0;;0;;0.9
1000;1993;1993-03-09 13:35;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4062;55 52,000;17 05,130;55 55,279;17 04,119;60;3.4;3.3;330;;;;44;319;OTB Otter trawl bottom;FOTÖ BOTTOM TRAWL FOR COD;0;0;;;;;;185;;Valid;SEPI.1993.55;5552;1705.13;55.867;17.086;112.7129747;369.793224;16.949928;83;95.76304669;314.183224;1213.910761;0.628938399;0.72;0.9
1001;2014;2014-02-14 07:26;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4062;55 46,880;17 41,840;55 48,280;17 40,920;30;3;1.49;340;56;58;;57.1;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2014.8;5546.88;1741.84;55.781;17.697;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
1002;2008;2008-10-22 17:01;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4062;55 54,796;17 38,639;55 53,716;17 38,669;20;3.4;1.1;181;61;60;;60;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PEL. TR. 3.2 M 6MM;0;0;;;;DAN greens flyt;6;;9;Invalid;SEPI.2008.646;5554.796;1738.639;55.913;17.644;0;0;0;;0;0;;0;;0.9
1003;1994;1994-03-03 12:35;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4162;56 03,200;17 44,099;56 04,600;17 46,199;30;3.4;1.7;30;;;;64;319;OTB Otter trawl bottom;FOTÖ BOTTOM TRAWL FOR COD;0;0;;;;;;180;;Valid;SEPI.1994.61;5603.2;1744.099;56.053;17.735;110.1247842;361.3017856;16.949928;83;93.17485624;305.6917856;1181.102362;0.614496296;0.74;0.9
1004;2007;2007-03-05 09:26;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4162;56 08,670;17 42,060;56 08,970;17 44,720;30;3;1.52;79;50;51;;50;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;0;0;;;;;;75;;Valid;SEPI.2007.201;5608.67;1742.06;56.145;17.701;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
1005;2008;2008-10-22 12:42;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4162;56 06,939;17 43,398;56 06,193;17 47,588;45;3.4;2.55;107;66;66;;67;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PEL. TR. 3.2 M 6MM;0;0;;;;DAN greens flyt;6;;;Valid;SEPI.2008.644;5606.939;1743.398;56.116;17.723;0;0;0;;0;0;;0;;0.9
1006;1996;1996-12-03 09:42;SEPI;ARGOS;;Research vessel;6;BITS;26;Sub-26 (Östersjön-Södra centrala Ö);4163;56 01,299;18 55,099;56 03,000;18 56,300;30;3.6;1.75;23;;;;124;319;OTB Otter trawl bottom;FOTÖ BOTTOM TRAWL FOR COD;0;0;;;;;;100;;Valid;SEPI.1996.228;5601.299;1855.099;56.022;18.918;68.71373702;225.4387698;16.949928;83;51.76380902;169.8287698;656.167979;0.383422653;1.18;0.8
1007;1989;1989-08-16 05:15;SEPI;ARGOS;;Research vessel;6;BITS;26;Sub-26 (Östersjön-Södra centrala Ö);4163;56 18,000;18 31,199;56 15,299;18 29,199;60;2.7;2.7;200;;;;70;319;OTB Otter trawl bottom;FOTÖ BOTTOM TRAWL FOR COD;0;0;;;;;;185;;Valid;SEPI.1989.178;5618;1831.199;56.3;18.52;112.7129747;369.793224;16.949928;83;95.76304669;314.183224;1213.910761;0.628938399;0.72;1.1
1008;1993;1993-08-13 05:31;SEPI;ARGOS;;Research vessel;6;BITS;26;Sub-26 (Östersjön-Södra centrala Ö);4163;56 15,009;18 28,329;56 12,740;18 24,729;60;3.1;3.1;230;;;;70;319;OTB Otter trawl bottom;FOTÖ BOTTOM TRAWL FOR COD;0;0;;;;;;180;18;Valid;SEPI.1993.160;5615.009;1828.329;56.25;18.472;110.1247842;361.3017856;16.949928;83;93.17485624;305.6917856;1181.102362;0.614496296;0.74;1
1009;2005;2005-10-11 20:29;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4262;56 57,340;17 51,130;56 55,260;17 51,870;36;3.6;2.2;169;96;94;;95;321;OTM Otter trawl midwater;MACRO 4 ONE BOAT PELAGIC TRAWL;0;0;;;;DAN greens flyt;6;;;Valid;SEPI.2005.540;5657.34;1751.13;56.956;17.852;0;0;0;;0;0;;0;;0.8
1010;2012;2012-07-02 19:23;SIKW;MIMER;;Research vessel;18;Planfish;27;Sub-27 (Östersjön-Väster om Gotland);4361;57 00,180;16 45,550;57 01,400;16 46,660;26;3.2;1.39;23;37;29;;33;321;OTM Otter trawl midwater;OTM PELAGIC TRAWL FOR HERRING;;;;;;;;75;;Valid;SIKW.2012.1;5700.18;1645.55;57.003;16.759;0;0;0;;0;0;;0;;0.9
1011;2005;2005-11-28 09:24;SEPI;ARGOS;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4362;57 25,410;17 01,030;57 26,690;16 59,870;30;2.9;1.43;333;56;54;;55;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;0;0;;;;;;75;;Valid;SEPI.2005.617;5725.41;1701.03;57.424;17.017;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
1012;2009;2009-11-18 12:00;SEPI;ARGOS;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4363;57 06,010;18 55,990;57 04,990;18 53,940;30;;1.5;228;87;85;;86;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;;;;;No oxygen;SEPI.2009.726;5706.01;1855.99;57.1;18.933;42.476928;139.36;42.476928;208;0;0;0;0.237021258;1.91;
1013;1987;1987-10-14 16:25;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4364;57 23,399;19 23,099;57 25,700;19 22,900;30;3.7;1.85;360;;;;113;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PELAGIC TRAWL 3.2 M;0;0;;;;;;108;;Valid;SEPI.1987.169;5723.399;1923.099;57.39;19.385;0;0;0;;0;0;;0;;0.8
1014;2014;2014-11-18 11:40;OXBH;DANA;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4463;57 45,000;18 10,000;57 46,500;18 10,000;30;3;1.5;;104;104;;104;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;;;No oxygen;OXBH.2014.35;5745;1810;57.75;18.167;42.476928;139.36;42.476928;208;0;0;0;0.237021258;1.91;1
1015;2011;2011-03-24 09:11;SIKW;MIMER;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4464;57 42,350;19 23,090;57 41,380;19 22,720;20;3;0.99;192;77;77;;78;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;0;0;;;;;;75;;Valid;SIKW.2011.76;5742.35;1923.09;57.706;19.385;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
1016;2006;2006-10-09 19:12;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4464;57 54,830;19 46,580;57 56,550;19 47,000;31;3.6;1.8;19;189;191;;191;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PEL. TR. 3.2 M 6MM;0;0;;;;DAN greens flyt;6;;;Valid;SEPI.2006.565;5754.83;1946.58;57.914;19.776;0;0;0;;0;0;;0;;0.8
1017;2014;2014-10-06 07:53;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4562;58 19,640;17 49,690;58 18,780;17 45,070;46;3.4;2.57;250;108;98;119;110;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;58;44;;Tyborön VF 15;4;108;;Valid;OXBH.2014.37;5819.64;1749.69;58.327;17.828;0;0;0;;0;0;;0;;0.9
1018;2004;2004-10-04 06:22;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4564;58 17,470;19 40,090;58 15,780;19 40,120;30;3.3;1.7;180;109;134;;122;321;OTM Otter trawl midwater;MACRO 4 ONE BOAT PELAGIC TRAWL;0;0;;;;DAN greens flyt;6;;;Valid;SEPI.2004.617;5817.47;1940.09;58.291;19.668;0;0;0;;0;0;;0;;0.9
1019;2007;2007-10-03 11:38;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;30;Sub-30 (Bottenhavet);5262;61 58,420;17 45,350;61 56,740;17 44,110;30;3.5;1.8;199;78;80;;78;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PEL. TR. 3.2 M 6MM;0;0;;;;DAN greens flyt;6;;;Valid;SEPI.2007.539;6158.42;1745.35;61.974;17.756;0;0;0;;0;0;;0;;0.9
1020;2011;2011-09-29 04:07;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;30;Sub-30 (Bottenhavet);5365;62 06,870;20 06,250;62 07,590;20 08,040;30;3.5;1.8;180;160;141;;150;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;0;0;;;;DAN greens flyt;6;;;Valid;OXBH.2011.716;6206.87;2006.25;62.115;20.104;0;0;0;;0;0;;0;;0.9
1021;2000;2000-03-08 06:28;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);3860;54 50,299;15 24,000;54 50,299;15 27,099;30;3.6;1.81;89;72;74;;73;316;OTB Otter trawl bottom;GOV (GRAND OUVERTURE VERTICALE);0;0;;;;;;100;;Valid;SEPI.2000.222;5450.299;1524;54.838;15.4;84.43836902;277.0287698;32.67456;160;51.76380902;169.8287698;656.167979;0.471166099;0.96;0.8
1022;1990;1990-10-16 09:15;Y4RA;ERNST HAECKEL;;Research vessel;2;Acoustics (BIAS, Hersur) ;26;Sub-26 (Östersjön-Södra centrala Ö);3964;55 08,000;19 20,000;;;30;4.4;2.2;;;;;99;321;OTM Otter trawl midwater;OTM PELAGIC TRAWL FOR HERRING;0;0;70;60;;;;;;Valid;Y4RA.1990.174;5508;1920;55.133;19.333;0;0;0;;0;0;;0;;0.7
1023;2013;2013-11-18 07:09;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4059;55 38,310;14 37,290;55 39,290;14 39,420;30;3.1;1.54;51;59;56;;58.3;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2013.8;5538.31;1437.29;55.639;14.622;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
1024;1993;1993-08-17 12:36;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4059;55 35,930;14 35,140;55 35,410;14 37,719;30;3;1.9;110;;;;67;316;OTB Otter trawl bottom;GOV (GRAND OUVERTURE VERTICALE);0;0;;;;;;50;40;Valid;SEPI.1993.170;5535.93;1435.14;55.599;14.586;58.55646451;192.1143849;32.67456;160;25.88190451;84.91438488;328.0839895;0.326745072;1.39;1
